"REF_DATE","GEO","DGUID","Commodity","Supply and disposition","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023","Canada","2021A000011124","Chinese cabbage fresh","Total supply","Tonnes","288","thousands","3","v109704","1.136.2","65.94","","","","2"
"2024","Canada","2021A000011124","Chinese cabbage fresh","Total supply","Tonnes","288","thousands","3","v109704","1.136.2","69.37","","","","2"
"2025","Canada","2021A000011124","Chinese cabbage fresh","Total supply","Tonnes","288","thousands","3","v109704","1.136.2","62.15","","","","2"
"2021","Canada","2021A000011124","Chinese cabbage fresh","Production","Tonnes","288","units","0","v1064335398","1.136.4","25.81","","","","2"
"2022","Canada","2021A000011124","Chinese cabbage fresh","Production","Tonnes","288","units","0","v1064335398","1.136.4","26.93","","","","2"
"2023","Canada","2021A000011124","Chinese cabbage fresh","Production","Tonnes","288","units","0","v1064335398","1.136.4","23.22","","","","2"
"2024","Canada","2021A000011124","Chinese cabbage fresh","Production","Tonnes","288","units","0","v1064335398","1.136.4","27.26","","","","2"
"2025","Canada","2021A000011124","Chinese cabbage fresh","Production","Tonnes","288","units","0","v1064335398","1.136.4","24.92","","","","2"
"2021","Canada","2021A000011124","Chinese cabbage fresh","Imports","Tonnes","288","thousands","3","v109707","1.136.5","43.56","","","","2"
"2022","Canada","2021A000011124","Chinese cabbage fresh","Imports","Tonnes","288","thousands","3","v109707","1.136.5","43.42","","","","2"
"2023","Canada","2021A000011124","Chinese cabbage fresh","Imports","Tonnes","288","thousands","3","v109707","1.136.5","42.72","","","","2"
"2024","Canada","2021A000011124","Chinese cabbage fresh","Imports","Tonnes","288","thousands","3","v109707","1.136.5","42.11","","","","2"
"2025","Canada","2021A000011124","Chinese cabbage fresh","Imports","Tonnes","288","thousands","3","v109707","1.136.5","37.23","","","","2"
"2021","Canada","2021A000011124","Chinese cabbage fresh","Total disposition","Tonnes","288","thousands","3","v54326532","1.136.11","69.37","","","","2"
"2022","Canada","2021A000011124","Chinese cabbage fresh","Total disposition","Tonnes","288","thousands","3","v54326532","1.136.11","70.35","","","","2"
"2023","Canada","2021A000011124","Chinese cabbage fresh","Total disposition","Tonnes","288","thousands","3","v54326532","1.136.11","65.94","","","","2"
"2024","Canada","2021A000011124","Chinese cabbage fresh","Total disposition","Tonnes","288","thousands","3","v54326532","1.136.11","69.37","","","","2"
"2025","Canada","2021A000011124","Chinese cabbage fresh","Total disposition","Tonnes","288","thousands","3","v54326532","1.136.11","62.15","","","","2"
"2021","Canada","2021A000011124","Chinese cabbage fresh","Domestic disappearance","Tonnes","288","thousands","3","v109703","1.136.1","64.52","","","","2"
"2022","Canada","2021A000011124","Chinese cabbage fresh","Domestic disappearance","Tonnes","288","thousands","3","v109703","1.136.1","65.43","","","","2"
"2023","Canada","2021A000011124","Chinese cabbage fresh","Domestic disappearance","Tonnes","288","thousands","3","v109703","1.136.1","61.33","","","","2"
"2024","Canada","2021A000011124","Chinese cabbage fresh","Domestic disappearance","Tonnes","288","thousands","3","v109703","1.136.1","62.02","","","","2"
"2025","Canada","2021A000011124","Chinese cabbage fresh","Domestic disappearance","Tonnes","288","thousands","3","v109703","1.136.1","55.24","","","","2"
"2021","Canada","2021A000011124","Chinese cabbage fresh","Manufacturing","Tonnes","288","units","0","v1064335400","1.136.8","0.00","","","","2"
"2022","Canada","2021A000011124","Chinese cabbage fresh","Manufacturing","Tonnes","288","units","0","v1064335400","1.136.8","","F","","","2"
"2023","Canada","2021A000011124","Chinese cabbage fresh","Manufacturing","Tonnes","288","units","0","v1064335400","1.136.8","","F","","","2"
"2024","Canada","2021A000011124","Chinese cabbage fresh","Manufacturing","Tonnes","288","units","0","v1064335400","1.136.8","","x","","","2"
"2025","Canada","2021A000011124","Chinese cabbage fresh","Manufacturing","Tonnes","288","units","0","v1064335400","1.136.8","2.75","E","","","2"
"2021","Canada","2021A000011124","Chinese cabbage fresh","Waste","Tonnes","288","thousands","3","v109711","1.136.9","4.86","","","","2"
"2022","Canada","2021A000011124","Chinese cabbage fresh","Waste","Tonnes","288","thousands","3","v109711","1.136.9","4.92","","","","2"
"2023","Canada","2021A000011124","Chinese cabbage fresh","Waste","Tonnes","288","thousands","3","v109711","1.136.9","4.62","","","","2"
"2024","Canada","2021A000011124","Chinese cabbage fresh","Waste","Tonnes","288","thousands","3","v109711","1.136.9","","x","","","2"
"2025","Canada","2021A000011124","Chinese cabbage fresh","Waste","Tonnes","288","thousands","3","v109711","1.136.9","4.16","","","","2"
"2021","Canada","2021A000011124","Kale fresh","Total supply","Tonnes","288","units","0","v1064253147","1.194.2","30.69","","","","2"
"2022","Canada","2021A000011124","Kale fresh","Total supply","Tonnes","288","units","0","v1064253147","1.194.2","31.34","","","","2"
"2023","Canada","2021A000011124","Kale fresh","Total supply","Tonnes","288","units","0","v1064253147","1.194.2","27.36","","","","2"
"2024","Canada","2021A000011124","Kale fresh","Total supply","Tonnes","288","units","0","v1064253147","1.194.2","28.27","","","","2"
"2025","Canada","2021A000011124","Kale fresh","Total supply","Tonnes","288","units","0","v1064253147","1.194.2","26.72","","","","2"
"2021","Canada","2021A000011124","Kale fresh","Production","Tonnes","288","units","0","v1064253148","1.194.4","2.70","E","","","2"
"2022","Canada","2021A000011124","Kale fresh","Production","Tonnes","288","units","0","v1064253148","1.194.4","2.94","","","","2"
"2023","Canada","2021A000011124","Kale fresh","Production","Tonnes","288","units","0","v1064253148","1.194.4","2.79","","","","2"
"2024","Canada","2021A000011124","Kale fresh","Production","Tonnes","288","units","0","v1064253148","1.194.4","2.48","","","","2"
"2025","Canada","2021A000011124","Kale fresh","Production","Tonnes","288","units","0","v1064253148","1.194.4","2.34","","","","2"
"2021","Canada","2021A000011124","Kale fresh","Imports","Tonnes","288","units","0","v1064253149","1.194.5","27.99","","","","2"
"2022","Canada","2021A000011124","Kale fresh","Imports","Tonnes","288","units","0","v1064253149","1.194.5","28.40","","","","2"
"2023","Canada","2021A000011124","Kale fresh","Imports","Tonnes","288","units","0","v1064253149","1.194.5","24.57","","","","2"
"2024","Canada","2021A000011124","Kale fresh","Imports","Tonnes","288","units","0","v1064253149","1.194.5","25.79","","","","2"
"2025","Canada","2021A000011124","Kale fresh","Imports","Tonnes","288","units","0","v1064253149","1.194.5","24.37","","","","2"
"2021","Canada","2021A000011124","Kale fresh","Total disposition","Tonnes","288","units","0","v1064253151","1.194.11","30.69","","","","2"
"2022","Canada","2021A000011124","Kale fresh","Total disposition","Tonnes","288","units","0","v1064253151","1.194.11","31.34","","","","2"
"2023","Canada","2021A000011124","Kale fresh","Total disposition","Tonnes","288","units","0","v1064253151","1.194.11","27.36","","","","2"
"2024","Canada","2021A000011124","Kale fresh","Total disposition","Tonnes","288","units","0","v1064253151","1.194.11","28.27","","","","2"
"2025","Canada","2021A000011124","Kale fresh","Total disposition","Tonnes","288","units","0","v1064253151","1.194.11","26.72","","","","2"
"2021","Canada","2021A000011124","Kale fresh","Domestic disappearance","Tonnes","288","units","0","v1064253146","1.194.1","26.91","","","","2"
"2022","Canada","2021A000011124","Kale fresh","Domestic disappearance","Tonnes","288","units","0","v1064253146","1.194.1","27.46","","","","2"
"2023","Canada","2021A000011124","Kale fresh","Domestic disappearance","Tonnes","288","units","0","v1064253146","1.194.1","23.98","","","","2"
"2024","Canada","2021A000011124","Kale fresh","Domestic disappearance","Tonnes","288","units","0","v1064253146","1.194.1","24.80","","","","2"
"2025","Canada","2021A000011124","Kale fresh","Domestic disappearance","Tonnes","288","units","0","v1064253146","1.194.1","23.47","","","","2"
"2021","Canada","2021A000011124","Kale fresh","Exports","Tonnes","288","units","0","v1277416519","1.194.7","","..","","","2"
"2022","Canada","2021A000011124","Kale fresh","Exports","Tonnes","288","units","0","v1277416519","1.194.7","","..","","","2"
"2023","Canada","2021A000011124","Kale fresh","Exports","Tonnes","288","units","0","v1277416519","1.194.7","","..","","","2"
"2024","Canada","2021A000011124","Kale fresh","Exports","Tonnes","288","units","0","v1277416519","1.194.7","","..","","","2"
"2025","Canada","2021A000011124","Kale fresh","Exports","Tonnes","288","units","0","v1277416519","1.194.7","","..","","","2"
"2021","Canada","2021A000011124","Kale fresh","Manufacturing","Tonnes","288","units","0","v1277416520","1.194.8","","F","","","2"
"2022","Canada","2021A000011124","Kale fresh","Manufacturing","Tonnes","288","units","0","v1277416520","1.194.8","0.14","","","","2"
"2023","Canada","2021A000011124","Kale fresh","Manufacturing","Tonnes","288","units","0","v1277416520","1.194.8","0.11","","","","2"
"2024","Canada","2021A000011124","Kale fresh","Manufacturing","Tonnes","288","units","0","v1277416520","1.194.8","0.08","","","","2"
"2025","Canada","2021A000011124","Kale fresh","Manufacturing","Tonnes","288","units","0","v1277416520","1.194.8","","x","","","2"
"2021","Canada","2021A000011124","Kale fresh","Waste","Tonnes","288","units","0","v1064253150","1.194.9","3.67","","","","2"
"2022","Canada","2021A000011124","Kale fresh","Waste","Tonnes","288","units","0","v1064253150","1.194.9","3.74","","","","2"
"2023","Canada","2021A000011124","Kale fresh","Waste","Tonnes","288","units","0","v1064253150","1.194.9","3.27","","","","2"
"2024","Canada","2021A000011124","Kale fresh","Waste","Tonnes","288","units","0","v1064253150","1.194.9","3.38","","","","2"
"2025","Canada","2021A000011124","Kale fresh","Waste","Tonnes","288","units","0","v1064253150","1.194.9","","x","","","2"
"2021","Canada","2021A000011124","Carrots fresh","Total supply","Tonnes","288","thousands","3","v109716","1.137.2","500.78","","","","2"
"2022","Canada","2021A000011124","Carrots fresh","Total supply","Tonnes","288","thousands","3","v109716","1.137.2","479.53","","","","2"
"2023","Canada","2021A000011124","Carrots fresh","Total supply","Tonnes","288","thousands","3","v109716","1.137.2","479.70","","","","2"
"2024","Canada","2021A000011124","Carrots fresh","Total supply","Tonnes","288","thousands","3","v109716","1.137.2","506.79","","","","2"
"2025","Canada","2021A000011124","Carrots fresh","Total supply","Tonnes","288","thousands","3","v109716","1.137.2","548.00","","","","2"
"2021","Canada","2021A000011124","Carrots fresh","Beginning stocks","Tonnes","288","thousands","3","v109717","1.137.3","41.16","","","","2"
"2022","Canada","2021A000011124","Carrots fresh","Beginning stocks","Tonnes","288","thousands","3","v109717","1.137.3","49.14","","","","2"
"2023","Canada","2021A000011124","Carrots fresh","Beginning stocks","Tonnes","288","thousands","3","v109717","1.137.3","47.33","","","","2"
"2024","Canada","2021A000011124","Carrots fresh","Beginning stocks","Tonnes","288","thousands","3","v109717","1.137.3","45.56","","","","2"
"2025","Canada","2021A000011124","Carrots fresh","Beginning stocks","Tonnes","288","thousands","3","v109717","1.137.3","42.78","","","","2"
"2021","Canada","2021A000011124","Carrots fresh","Production","Tonnes","288","thousands","3","v109718","1.137.4","349.83","","","","2"
"2022","Canada","2021A000011124","Carrots fresh","Production","Tonnes","288","thousands","3","v109718","1.137.4","331.77","","","","2"
"2023","Canada","2021A000011124","Carrots fresh","Production","Tonnes","288","thousands","3","v109718","1.137.4","335.99","","","","2"
"2024","Canada","2021A000011124","Carrots fresh","Production","Tonnes","288","thousands","3","v109718","1.137.4","351.80","","","","2"
"2025","Canada","2021A000011124","Carrots fresh","Production","Tonnes","288","thousands","3","v109718","1.137.4","395.03","","","","2"
"2021","Canada","2021A000011124","Carrots fresh","Imports","Tonnes","288","thousands","3","v109719","1.137.5","109.79","","","","2"
"2022","Canada","2021A000011124","Carrots fresh","Imports","Tonnes","288","thousands","3","v109719","1.137.5","98.63","","","","2"
"2023","Canada","2021A000011124","Carrots fresh","Imports","Tonnes","288","thousands","3","v109719","1.137.5","96.38","","","","2"
"2024","Canada","2021A000011124","Carrots fresh","Imports","Tonnes","288","thousands","3","v109719","1.137.5","109.42","","","","2"
"2025","Canada","2021A000011124","Carrots fresh","Imports","Tonnes","288","thousands","3","v109719","1.137.5","110.20","","","","2"
"2021","Canada","2021A000011124","Carrots fresh","Total disposition","Tonnes","288","thousands","3","v54326533","1.137.11","451.64","","","","2"
"2022","Canada","2021A000011124","Carrots fresh","Total disposition","Tonnes","288","thousands","3","v54326533","1.137.11","432.20","","","","2"
"2023","Canada","2021A000011124","Carrots fresh","Total disposition","Tonnes","288","thousands","3","v54326533","1.137.11","434.14","","","","2"
"2024","Canada","2021A000011124","Carrots fresh","Total disposition","Tonnes","288","thousands","3","v54326533","1.137.11","464.01","","","","2"
"2025","Canada","2021A000011124","Carrots fresh","Total disposition","Tonnes","288","thousands","3","v54326533","1.137.11","495.56","","","","2"
"2021","Canada","2021A000011124","Carrots fresh","Domestic disappearance","Tonnes","288","thousands","3","v109715","1.137.1","239.58","","","","2"
"2022","Canada","2021A000011124","Carrots fresh","Domestic disappearance","Tonnes","288","thousands","3","v109715","1.137.1","232.66","","","","2"
"2023","Canada","2021A000011124","Carrots fresh","Domestic disappearance","Tonnes","288","thousands","3","v109715","1.137.1","220.83","","","","2"
"2024","Canada","2021A000011124","Carrots fresh","Domestic disappearance","Tonnes","288","thousands","3","v109715","1.137.1","234.66","","","","2"
"2025","Canada","2021A000011124","Carrots fresh","Domestic disappearance","Tonnes","288","thousands","3","v109715","1.137.1","277.36","","","","2"
"2021","Canada","2021A000011124","Carrots fresh","Exports","Tonnes","288","thousands","3","v109721","1.137.7","92.52","","","","2"
"2022","Canada","2021A000011124","Carrots fresh","Exports","Tonnes","288","thousands","3","v109721","1.137.7","98.42","","","","2"
"2023","Canada","2021A000011124","Carrots fresh","Exports","Tonnes","288","thousands","3","v109721","1.137.7","107.38","","","","2"
"2024","Canada","2021A000011124","Carrots fresh","Exports","Tonnes","288","thousands","3","v109721","1.137.7","106.86","","","","2"
"2025","Canada","2021A000011124","Carrots fresh","Exports","Tonnes","288","thousands","3","v109721","1.137.7","99.45","","","","2"
"2021","Canada","2021A000011124","Carrots fresh","Manufacturing","Tonnes","288","thousands","3","v109722","1.137.8","","x","","","2"
"2022","Canada","2021A000011124","Carrots fresh","Manufacturing","Tonnes","288","thousands","3","v109722","1.137.8","93.93","","","","2"
"2023","Canada","2021A000011124","Carrots fresh","Manufacturing","Tonnes","288","thousands","3","v109722","1.137.8","99.09","","","","2"
"2024","Canada","2021A000011124","Carrots fresh","Manufacturing","Tonnes","288","thousands","3","v109722","1.137.8","115.23","","","","2"
"2025","Canada","2021A000011124","Carrots fresh","Manufacturing","Tonnes","288","thousands","3","v109722","1.137.8","110.16","","","","2"
"2021","Canada","2021A000011124","Carrots fresh","Waste","Tonnes","288","thousands","3","v109723","1.137.9","","x","","","2"
"2022","Canada","2021A000011124","Carrots fresh","Waste","Tonnes","288","thousands","3","v109723","1.137.9","7.20","","","","2"
"2023","Canada","2021A000011124","Carrots fresh","Waste","Tonnes","288","thousands","3","v109723","1.137.9","6.83","","","","2"
"2024","Canada","2021A000011124","Carrots fresh","Waste","Tonnes","288","thousands","3","v109723","1.137.9","7.26","","","","2"
"2025","Canada","2021A000011124","Carrots fresh","Waste","Tonnes","288","thousands","3","v109723","1.137.9","8.58","","","","2"
"2021","Canada","2021A000011124","Carrots fresh","Ending stocks","Tonnes","288","thousands","3","v109724","1.137.10","49.14","","","","2"
"2022","Canada","2021A000011124","Carrots fresh","Ending stocks","Tonnes","288","thousands","3","v109724","1.137.10","47.33","","","","2"
"2023","Canada","2021A000011124","Carrots fresh","Ending stocks","Tonnes","288","thousands","3","v109724","1.137.10","45.56","","","","2"
"2024","Canada","2021A000011124","Carrots fresh","Ending stocks","Tonnes","288","thousands","3","v109724","1.137.10","42.78","","","","2"
"2025","Canada","2021A000011124","Carrots fresh","Ending stocks","Tonnes","288","thousands","3","v109724","1.137.10","52.44","","","","2"
"2021","Canada","2021A000011124","Carrots canned","Total supply","Tonnes","288","thousands","3","v109728","1.138.2","","..","","","2"
"2022","Canada","2021A000011124","Carrots canned","Total supply","Tonnes","288","thousands","3","v109728","1.138.2","","..","","","2"
"2023","Canada","2021A000011124","Carrots canned","Total supply","Tonnes","288","thousands","3","v109728","1.138.2","","..","","","2"
"2024","Canada","2021A000011124","Carrots canned","Total supply","Tonnes","288","thousands","3","v109728","1.138.2","","..","","","2"
"2025","Canada","2021A000011124","Carrots canned","Total supply","Tonnes","288","thousands","3","v109728","1.138.2","","..","","","2"
"2021","Canada","2021A000011124","Carrots canned","Imports","Tonnes","288","thousands","3","v109731","1.138.5","4.35","","","","2"
"2022","Canada","2021A000011124","Carrots canned","Imports","Tonnes","288","thousands","3","v109731","1.138.5","5.66","","","","2"
"2023","Canada","2021A000011124","Carrots canned","Imports","Tonnes","288","thousands","3","v109731","1.138.5","0.59","","","","2"
"2024","Canada","2021A000011124","Carrots canned","Imports","Tonnes","288","thousands","3","v109731","1.138.5","","..","","","2"
"2025","Canada","2021A000011124","Carrots canned","Imports","Tonnes","288","thousands","3","v109731","1.138.5","0.30","","","","2"
"2021","Canada","2021A000011124","Carrots canned","Total disposition","Tonnes","288","thousands","3","v54326534","1.138.11","","..","","","2"
"2022","Canada","2021A000011124","Carrots canned","Total disposition","Tonnes","288","thousands","3","v54326534","1.138.11","","..","","","2"
"2023","Canada","2021A000011124","Carrots canned","Total disposition","Tonnes","288","thousands","3","v54326534","1.138.11","","..","","","2"
"2024","Canada","2021A000011124","Carrots canned","Total disposition","Tonnes","288","thousands","3","v54326534","1.138.11","","..","","","2"
"2025","Canada","2021A000011124","Carrots canned","Total disposition","Tonnes","288","thousands","3","v54326534","1.138.11","","..","","","2"
"2021","Canada","2021A000011124","Carrots frozen","Total supply","Tonnes","288","thousands","3","v109740","1.139.2","","..","","","2"
"2022","Canada","2021A000011124","Carrots frozen","Total supply","Tonnes","288","thousands","3","v109740","1.139.2","","..","","","2"
"2023","Canada","2021A000011124","Carrots frozen","Total supply","Tonnes","288","thousands","3","v109740","1.139.2","","..","","","2"
"2024","Canada","2021A000011124","Carrots frozen","Total supply","Tonnes","288","thousands","3","v109740","1.139.2","","..","","","2"
"2025","Canada","2021A000011124","Carrots frozen","Total supply","Tonnes","288","thousands","3","v109740","1.139.2","","..","","","2"
"2021","Canada","2021A000011124","Carrots frozen","Imports","Tonnes","288","thousands","3","v109743","1.139.5","10.07","","","","2"
"2022","Canada","2021A000011124","Carrots frozen","Imports","Tonnes","288","thousands","3","v109743","1.139.5","7.53","","","","2"
"2023","Canada","2021A000011124","Carrots frozen","Imports","Tonnes","288","thousands","3","v109743","1.139.5","4.90","","","","2"
"2024","Canada","2021A000011124","Carrots frozen","Imports","Tonnes","288","thousands","3","v109743","1.139.5","","..","","","2"
"2025","Canada","2021A000011124","Carrots frozen","Imports","Tonnes","288","thousands","3","v109743","1.139.5","3.93","","","","2"
"2021","Canada","2021A000011124","Carrots frozen","Total disposition","Tonnes","288","thousands","3","v54326535","1.139.11","","..","","","2"
"2022","Canada","2021A000011124","Carrots frozen","Total disposition","Tonnes","288","thousands","3","v54326535","1.139.11","","..","","","2"
"2023","Canada","2021A000011124","Carrots frozen","Total disposition","Tonnes","288","thousands","3","v54326535","1.139.11","","..","","","2"
"2024","Canada","2021A000011124","Carrots frozen","Total disposition","Tonnes","288","thousands","3","v54326535","1.139.11","","..","","","2"
"2025","Canada","2021A000011124","Carrots frozen","Total disposition","Tonnes","288","thousands","3","v54326535","1.139.11","","..","","","2"
"2021","Canada","2021A000011124","Cauliflower fresh","Total supply","Tonnes","288","thousands","3","v109752","1.140.2","155.43","","","","2"
"2022","Canada","2021A000011124","Cauliflower fresh","Total supply","Tonnes","288","thousands","3","v109752","1.140.2","89.77","","","","2"
"2023","Canada","2021A000011124","Cauliflower fresh","Total supply","Tonnes","288","thousands","3","v109752","1.140.2","95.09","","","","2"
"2024","Canada","2021A000011124","Cauliflower fresh","Total supply","Tonnes","288","thousands","3","v109752","1.140.2","95.53","","","","2"
"2025","Canada","2021A000011124","Cauliflower fresh","Total supply","Tonnes","288","thousands","3","v109752","1.140.2","95.92","","","","2"
"2021","Canada","2021A000011124","Cauliflower fresh","Production","Tonnes","288","thousands","3","v109754","1.140.4","30.61","","","","2"
"2022","Canada","2021A000011124","Cauliflower fresh","Production","Tonnes","288","thousands","3","v109754","1.140.4","28.91","","","","2"
"2023","Canada","2021A000011124","Cauliflower fresh","Production","Tonnes","288","thousands","3","v109754","1.140.4","27.31","","","","2"
"2024","Canada","2021A000011124","Cauliflower fresh","Production","Tonnes","288","thousands","3","v109754","1.140.4","26.84","","","","2"
"2025","Canada","2021A000011124","Cauliflower fresh","Production","Tonnes","288","thousands","3","v109754","1.140.4","30.58","","","","2"
"2021","Canada","2021A000011124","Cauliflower fresh","Imports","Tonnes","288","thousands","3","v109755","1.140.5","124.82","","","","2"
"2022","Canada","2021A000011124","Cauliflower fresh","Imports","Tonnes","288","thousands","3","v109755","1.140.5","60.85","","","","2"
"2023","Canada","2021A000011124","Cauliflower fresh","Imports","Tonnes","288","thousands","3","v109755","1.140.5","67.78","","","","2"
"2024","Canada","2021A000011124","Cauliflower fresh","Imports","Tonnes","288","thousands","3","v109755","1.140.5","68.69","","","","2"
"2025","Canada","2021A000011124","Cauliflower fresh","Imports","Tonnes","288","thousands","3","v109755","1.140.5","65.35","","","","2"
"2021","Canada","2021A000011124","Cauliflower fresh","Total disposition","Tonnes","288","thousands","3","v54326536","1.140.11","155.43","","","","2"
"2022","Canada","2021A000011124","Cauliflower fresh","Total disposition","Tonnes","288","thousands","3","v54326536","1.140.11","89.77","","","","2"
"2023","Canada","2021A000011124","Cauliflower fresh","Total disposition","Tonnes","288","thousands","3","v54326536","1.140.11","95.09","","","","2"
"2024","Canada","2021A000011124","Cauliflower fresh","Total disposition","Tonnes","288","thousands","3","v54326536","1.140.11","95.53","","","","2"
"2025","Canada","2021A000011124","Cauliflower fresh","Total disposition","Tonnes","288","thousands","3","v54326536","1.140.11","95.92","","","","2"
"2021","Canada","2021A000011124","Cauliflower fresh","Domestic disappearance","Tonnes","288","thousands","3","v109751","1.140.1","115.93","","","","2"
"2022","Canada","2021A000011124","Cauliflower fresh","Domestic disappearance","Tonnes","288","thousands","3","v109751","1.140.1","55.66","","","","2"
"2023","Canada","2021A000011124","Cauliflower fresh","Domestic disappearance","Tonnes","288","thousands","3","v109751","1.140.1","62.82","","","","2"
"2024","Canada","2021A000011124","Cauliflower fresh","Domestic disappearance","Tonnes","288","thousands","3","v109751","1.140.1","65.34","","","","2"
"2025","Canada","2021A000011124","Cauliflower fresh","Domestic disappearance","Tonnes","288","thousands","3","v109751","1.140.1","60.13","","","","2"
"2021","Canada","2021A000011124","Cauliflower fresh","Exports","Tonnes","288","thousands","3","v109757","1.140.7","26.31","","","","2"
"2022","Canada","2021A000011124","Cauliflower fresh","Exports","Tonnes","288","thousands","3","v109757","1.140.7","24.63","","","","2"
"2023","Canada","2021A000011124","Cauliflower fresh","Exports","Tonnes","288","thousands","3","v109757","1.140.7","23.30","","","","2"
"2024","Canada","2021A000011124","Cauliflower fresh","Exports","Tonnes","288","thousands","3","v109757","1.140.7","21.13","","","","2"
"2025","Canada","2021A000011124","Cauliflower fresh","Exports","Tonnes","288","thousands","3","v109757","1.140.7","25.88","","","","2"
"2021","Canada","2021A000011124","Cauliflower fresh","Manufacturing","Tonnes","288","thousands","3","v109758","1.140.8","3.11","E","","","2"
"2022","Canada","2021A000011124","Cauliflower fresh","Manufacturing","Tonnes","288","thousands","3","v109758","1.140.8","4.63","","","","2"
"2023","Canada","2021A000011124","Cauliflower fresh","Manufacturing","Tonnes","288","thousands","3","v109758","1.140.8","3.51","","","","2"
"2024","Canada","2021A000011124","Cauliflower fresh","Manufacturing","Tonnes","288","thousands","3","v109758","1.140.8","3.37","","","","2"
"2025","Canada","2021A000011124","Cauliflower fresh","Manufacturing","Tonnes","288","thousands","3","v109758","1.140.8","4.69","","","","2"
"2021","Canada","2021A000011124","Cauliflower fresh","Waste","Tonnes","288","thousands","3","v109759","1.140.9","10.08","","","","2"
"2022","Canada","2021A000011124","Cauliflower fresh","Waste","Tonnes","288","thousands","3","v109759","1.140.9","4.84","","","","2"
"2023","Canada","2021A000011124","Cauliflower fresh","Waste","Tonnes","288","thousands","3","v109759","1.140.9","5.46","","","","2"
"2024","Canada","2021A000011124","Cauliflower fresh","Waste","Tonnes","288","thousands","3","v109759","1.140.9","5.68","","","","2"
"2025","Canada","2021A000011124","Cauliflower fresh","Waste","Tonnes","288","thousands","3","v109759","1.140.9","5.23","","","","2"
"2021","Canada","2021A000011124","Cauliflower frozen","Total disposition","Tonnes","288","thousands","3","v54326537","1.141.11","","..","","t","2"
"2022","Canada","2021A000011124","Cauliflower frozen","Total disposition","Tonnes","288","thousands","3","v54326537","1.141.11","","..","","t","2"
"2023","Canada","2021A000011124","Cauliflower frozen","Total disposition","Tonnes","288","thousands","3","v54326537","1.141.11","","..","","t","2"
"2024","Canada","2021A000011124","Cauliflower frozen","Total disposition","Tonnes","288","thousands","3","v54326537","1.141.11","","..","","t","2"
"2025","Canada","2021A000011124","Cauliflower frozen","Total disposition","Tonnes","288","thousands","3","v54326537","1.141.11","","..","","t","2"
"2021","Canada","2021A000011124","Celery fresh","Total supply","Tonnes","288","thousands","3","v109788","1.142.2","119.02","","","","2"
"2022","Canada","2021A000011124","Celery fresh","Total supply","Tonnes","288","thousands","3","v109788","1.142.2","109.24","","","","2"
"2023","Canada","2021A000011124","Celery fresh","Total supply","Tonnes","288","thousands","3","v109788","1.142.2","106.95","","","","2"
"2024","Canada","2021A000011124","Celery fresh","Total supply","Tonnes","288","thousands","3","v109788","1.142.2","108.78","","","","2"
"2025","Canada","2021A000011124","Celery fresh","Total supply","Tonnes","288","thousands","3","v109788","1.142.2","100.24","","","","2"
"2021","Canada","2021A000011124","Celery fresh","Production","Tonnes","288","thousands","3","v109790","1.142.4","31.97","","","","2"
"2022","Canada","2021A000011124","Celery fresh","Production","Tonnes","288","thousands","3","v109790","1.142.4","31.40","","","","2"
"2023","Canada","2021A000011124","Celery fresh","Production","Tonnes","288","thousands","3","v109790","1.142.4","29.82","","","","2"
"2024","Canada","2021A000011124","Celery fresh","Production","Tonnes","288","thousands","3","v109790","1.142.4","30.39","","","","2"
"2025","Canada","2021A000011124","Celery fresh","Production","Tonnes","288","thousands","3","v109790","1.142.4","27.79","","","","2"
"2021","Canada","2021A000011124","Celery fresh","Imports","Tonnes","288","thousands","3","v109791","1.142.5","87.05","","","","2"
"2022","Canada","2021A000011124","Celery fresh","Imports","Tonnes","288","thousands","3","v109791","1.142.5","77.84","","","","2"
"2023","Canada","2021A000011124","Celery fresh","Imports","Tonnes","288","thousands","3","v109791","1.142.5","77.13","","","","2"
"2024","Canada","2021A000011124","Celery fresh","Imports","Tonnes","288","thousands","3","v109791","1.142.5","78.38","","","","2"
"2025","Canada","2021A000011124","Celery fresh","Imports","Tonnes","288","thousands","3","v109791","1.142.5","72.45","","","","2"
"2021","Canada","2021A000011124","Celery fresh","Total disposition","Tonnes","288","thousands","3","v54326539","1.142.11","119.02","","","","2"
"2022","Canada","2021A000011124","Celery fresh","Total disposition","Tonnes","288","thousands","3","v54326539","1.142.11","109.24","","","","2"
"2023","Canada","2021A000011124","Celery fresh","Total disposition","Tonnes","288","thousands","3","v54326539","1.142.11","106.95","","","","2"
"2024","Canada","2021A000011124","Celery fresh","Total disposition","Tonnes","288","thousands","3","v54326539","1.142.11","108.78","","","","2"
"2025","Canada","2021A000011124","Celery fresh","Total disposition","Tonnes","288","thousands","3","v54326539","1.142.11","100.24","","","","2"
"2021","Canada","2021A000011124","Celery fresh","Domestic disappearance","Tonnes","288","thousands","3","v109787","1.142.1","99.95","","","","2"
"2022","Canada","2021A000011124","Celery fresh","Domestic disappearance","Tonnes","288","thousands","3","v109787","1.142.1","88.65","","","","2"
"2023","Canada","2021A000011124","Celery fresh","Domestic disappearance","Tonnes","288","thousands","3","v109787","1.142.1","85.69","","","","2"
